year,y_votes_percent,fair_p_1,def_mt_2,def_mt_1,gdp_mt_2,gdp_mt_1,fair_g_1,z_4,z_3,z_2,z_1,z_mt_2,z_mt_1,incumbent,former_president_again,former_party_morethan_2,sudden_vice,lag_vice,house_midterm,avg_inc_mt_2,avg_inc_mt_1,unemp_rn,satias,gdp_mt_1_pw2,avg_inc_mt_1_pw2,def_mt_1_pw2,gdp_mt_2_pw2,avg_inc_mt_2_pw2,def_mt_2_pw2,fair_z_1,was_a_vice,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,state,y_hat_fr,y_hat_ds
2004,49.663322,-9.6248875,-4.7355609,-4.6682587,-13.528097,-1.1269296,-8.5418758,-1,-1,0,0,-1,0,-1,-1,0,0,0,-1,-10.190463,-5.0456371,-4.5999999,0,1.2699704,25.458454,21.792639,183.00941,103.84554,22.425537,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,IOWA,45.860394,47.407906
2008,54.848778,-9.6183386,-5.1602635,-4.2393155,-2.2695189,-4.6987352,1.949735,0,-1,0,-1,-1,-1,-1,0,-1,0,0,-1,-12.351951,-8.6550589,-4.1999998,1,22.078114,74.910042,17.971796,5.1507158,152.57068,26.628321,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,IOWA,52.486256,53.436775
2012,52.959351,8.9662189,5.5644259,3.2224808,5.5878053,.17814085,4.0037994,1,0,0,0,1,0,1,1,0,0,0,-1,12.090292,-.98958737,5,0,.031734161,.97928315,10.384382,31.223568,146.17516,30.962835,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,IOWA,54.815247,51.923038
2016,44.936451,6.2341428,2.259198,3.8871272,2.2625844,5.0970616,-.43090931,0,0,1,0,0,1,1,0,1,0,0,-1,3.7341716,4.4304237,3.5999999,-1,25.980038,19.628654,15.109757,5.1192884,13.944037,5.1039753,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,IOWA,50.171982,49.269009
2020,45.816738,-7.9371161,-4.1429195,-3.6432593,2.0292096,-1.4908818,2.0159509,0,0,0,0,0,0,-1,-1,0,0,1,1,-7.9317026,-6.4838495,-5.3000002,0,2.2227285,42.040306,13.273338,4.1176915,62.911907,17.163782,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,IOWA,51.412533,54.169693
1984,32.970524,-26.663649,-9.1712446,-16.022905,-5.139411,-2.0071836,-4.4838862,-1,0,0,0,-1,0,-1,-1,0,0,0,-1,-13.215426,-21.220844,-4.9000001,0,4.0287857,450.32422,256.73349,26.413546,174.64749,84.111725,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,KANSAS,34.540226,30.542414
1988,43.272499,-9.9105806,-5.319942,-4.3587556,-6.0880208,-4.1804562,-2.6038451,0,-1,0,-1,-1,-1,-1,0,-1,-1,0,-1,-8.8198509,-9.8792219,-4.5,1,17.476213,97.599022,18.998751,37.063999,77.789772,28.301783,-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,KANSAS,39.64365,37.339401
1992,46.458946,-13.698264,-5.5348077,-7.7353215,-3.9398994,-3.1074162,-2.9161928,0,0,0,0,0,0,-1,-1,-1.25,0,0,1,-9.0953465,-11.522409,-4.6999998,0,9.6560354,132.76591,59.835197,15.522808,82.725327,30.634096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,KANSAS,44.862675,46.683319
1996,39.927635,9.6526041,4.2978845,5.1340632,5.4392605,5.8188767,4.1911182,1,0,1,0,1,1,1,1,0,0,0,-1,9.6717443,7.3775787,4.3000002,0,33.859325,54.428669,26.358606,29.585554,93.542641,18.471811,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,KANSAS,44.556961,44.844032
2000,39.083092,-23.68663,4.2130647,-26.771784,5.4046082,116.85211,2.7250903,0,0,1,1,0,1,1,0,1,1,0,-1,7.7495136,10.693178,3.8,-1,13654.416,114.34406,716.72839,29.209791,60.054962,17.749914,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,KANSAS,36.620457,38.470024
2004,37.1329,-9.9128065,-5.2912445,-4.3893123,-2.751065,-1.8981763,-1.0145314,0,0,0,0,0,0,-1,-1,0,0,0,-1,-5.4533644,-3.52175,-5.5,1,3.6030734,12.402723,19.266062,7.5683589,29.739183,27.997269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,KANSAS,38.923058,39.646938
2008,42.387726,-11.055828,-5.3104,-5.4557085,-7.0358877,-9.1906805,-1.7821401,0,-1,-1,-1,-1,-1,-1,0,-1,0,0,-1,-15.598207,-15.715074,-4.6999998,1,84.468605,246.96353,29.764755,49.503716,243.30405,28.200348,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,KANSAS,39.220562,42.445461
2012,38.886673,8.5008821,5.546176,2.799444,4.4907575,-2.7330425,1.6039616,0,0,0,0,0,0,1,1,0,0,0,-1,13.523318,-3.1243184,5.5999999,-1,7.469521,9.7613649,7.8368864,20.166903,182.88014,30.760067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,KANSAS,42.214554,41.127129
2016,38.888531,4.395515,1.0314853,3.3296845,5.7458129,2.4862113,3.2825642,1,0,0,0,1,0,1,0,1,0,0,-1,.82257414,3.9583013,4.0999999,0,6.1812468,15.668149,11.086799,33.014366,.67662823,1.063962,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,KANSAS,40.352135,39.805386
2020,42.506573,-7.0150189,-3.017997,-3.8799257,1.3443142,-3.3904746,2.130198,0,0,0,0,0,0,-1,-1,0,0,1,-1,-9.6990557,-7.5320144,-6.1999998,1,11.495317,56.731239,15.053823,1.8071808,94.071678,9.1083059,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,KANSAS,40.580822,40.610992
1984,39.635818,-24.943308,-8.6018543,-15.047123,-7.7093291,.94698709,-7.5603595,-1,0,0,0,-1,0,-1,-1,0,0,0,1,-15.607117,-17.897448,-8.8999996,-1,.89678454,320.31863,226.41591,59.433754,243.58209,73.991898,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,KENTUCKY,35.995884,35.580173
1988,44.146233,-11.590693,-5.124342,-6.151145,-10.595245,-1.5648785,-6.6925249,-1,-1,0,0,-1,0,-1,0,-1,-1,0,1,-15.139075,-7.4250741,-7.5,-1,2.4488447,55.131725,37.836586,112.25922,229.1916,26.258881,-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,KENTUCKY,40.206154,41.120296
1992,51.868778,-13.725286,-6.4155402,-6.8690591,-6.4975586,-3.4993734,-5.5501132,-1,0,0,0,-1,0,-1,-1,-1.25,0,0,-1,-11.490425,-13.606927,-6.9000001,0,12.245614,185.14845,47.183971,42.218269,132.02988,41.159157,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,KENTUCKY,45.65855,43.805279
1996,50.529053,6.1451516,2.6614187,3.3934202,7.3778672,9.3352203,3.7373779,1,1,1,0,1,1,1,1,0,0,0,-1,9.1915712,6.876544,5.1999998,0,87.146339,47.286858,11.515301,54.432926,84.484985,7.0831494,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,KENTUCKY,46.86042,47.037163
2000,42.272385,-23.729959,3.8797581,-26.578535,.47799891,118.03587,-2.6453059,0,1,0,1,1,1,1,0,1,1,0,-1,10.795278,10.490302,4.1999998,-1,13932.468,110.04644,706.41852,.22848296,116.53802,15.052523,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,KENTUCKY,36.91787,40.083794
2004,39.992378,-9.2246246,-4.6396761,-4.3816538,-5.786478,-2.7385705,-2.9122925,0,0,0,0,0,0,-1,-1,0,0,0,-1,-7.7906127,-4.7812448,-5.3000002,1,7.4997683,22.860302,19.198891,33.48333,60.693645,21.526594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,KENTUCKY,40.691433,41.082493
2008,41.766571,-11.752828,-5.3288889,-6.0989327,1.0518184,-6.6853852,.34241685,0,0,0,-1,0,-1,-1,0,-1,0,0,-1,-7.638617,-9.1608219,-6.6999998,1,44.694374,83.920662,37.19698,1.1063219,58.348469,28.397057,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,KENTUCKY,43.525574,45.480747
2012,38.457226,8.7102633,4.4296961,4.0989943,2.5109894,-.017260216,1.3647022,0,0,1,0,0,1,1,1,0,0,0,-1,7.5148144,1.2484092,8.1999998,-1,.00029791507,1.5585254,16.801754,6.305068,56.472435,19.622208,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,KENTUCKY,45.143841,42.9417
2016,34.329372,6.7185726,3.0217044,3.5884364,1.4565349,1.8682109,.65549213,0,0,0,0,0,0,1,0,1,0,0,-1,5.7254133,5.0633264,5,-1,3.490212,25.637274,12.876876,2.1214938,32.780357,9.1306973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,KENTUCKY,41.493118,40.457748
2020,36.799896,-7.3430099,-3.4615712,-3.7515752,1.3549826,-2.1555007,3.0416684,0,0,0,0,0,0,-1,-1,0,0,1,-1,-12.196336,-5.7336173,-5.5,1,4.646183,32.874367,14.074317,1.8359779,148.75061,11.982475,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,KENTUCKY,43.304867,42.208317
1984,38.580837,-24.918699,-1.048508,-23.622507,-4.7375894,1.2141603,-5.9428067,-1,0,0,0,-1,0,-1,-1,0,0,0,1,-9.8348351,-20.420387,-10.3,-1,1.4741853,416.99222,558.02283,22.444754,96.723984,1.0993692,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,LOUISIANA,38.896912,39.574673
1988,44.808708,4.7914033,-3.6345286,8.1304293,-4.1121435,-1.5840478,-3.6990263,-1,0,0,0,-1,0,-1,0,-1,-1,0,1,-8.8558769,-4.101162,-10.5,-1,2.5092075,16.819529,66.103882,16.909725,78.426559,13.209799,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,LOUISIANA,46.61021,44.362186
1992,52.665138,-14.773494,-2.301856,-12.191018,6.6533604,-1.9700079,6.4688802,0,0,0,0,0,0,-1,-1,-1.25,0,0,1,-11.041707,-15.87876,-8,0,3.8809311,252.13503,148.62093,44.267204,121.9193,5.2985411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,LOUISIANA,53.068985,51.425385
1996,56.560837,10.753083,6.1998043,4.2874646,6.4236717,10.900634,.96033269,0,1,1,0,1,1,1,1,0,0,0,1,8.3280258,10.394938,6.4000001,0,118.82381,108.05473,18.382353,41.263557,69.35601,38.437572,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,LOUISIANA,48.123592,52.023403
2000,46.060753,-34.069107,11.365108,-40.797531,-.90987211,172.41614,-2.9392908,0,0,1,1,0,1,1,0,1,1,0,1,7.55199,9.3243179,5.1999998,0,29727.324,86.942902,1664.4386,.82786727,57.032555,129.16566,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,LOUISIANA,37.557816,43.288383
2004,42.66906,-13.971484,-12.00124,-1.7591274,-9.2141237,-3.5760777,-4.9322195,-1,-1,0,0,-1,0,-1,-1,0,0,0,-1,-6.7556772,-9.5511942,-5.5999999,0,12.788332,91.225311,3.0945292,84.900078,45.639175,144.02975,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,LOUISIANA,40.309971,38.398983
2008,40.542828,-24.502377,-8.1010828,-15.172184,5.4376736,-5.4949279,-.77398002,0,0,0,-1,0,-1,-1,0,-1,0,0,-1,-13.802068,-20.612864,-4.8000002,1,30.194233,424.89014,230.19516,29.568295,190.49707,65.627541,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,LOUISIANA,43.491192,46.748425
2012,41.253174,9.3027344,9.5545712,-.22987404,-4.6393113,6.3258476,.17406055,0,0,1,0,0,1,1,1,0,0,0,-1,7.2536149,-.72426146,6.5999999,-1,40.01635,.52455467,.052842077,21.523209,52.614929,91.289833,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,LOUISIANA,47.024288,41.735413
2016,39.828323,-.58565372,-2.8082752,2.2868423,-2.9430423,-.012575159,-1.9687489,0,0,0,0,0,0,1,0,1,0,0,-1,-.80951941,5.1076384,6.0999999,-1,.00015813462,26.087969,5.2296481,8.6614981,.65532166,7.8864098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,LOUISIANA,41.659725,41.629169
2020,40.535561,-6.5352135,2.1806645,-8.9101791,5.9123292,-3.4308767,5.785522,0,0,0,0,0,0,-1,-1,0,0,1,-1,-10.315068,-7.8432288,-8.1999998,1,11.770915,61.516239,79.391289,34.955635,106.40063,4.7552977,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,LOUISIANA,46.762527,44.319195
1984,38.930882,-27.498924,-10.022964,-15.883922,-11.764226,-1.8626926,-7.0677314,-1,-1,0,0,-1,0,-1,-1,0,0,0,-1,-17.098547,-18.921442,-5.9000001,0,3.4696238,358.02097,252.29897,138.39702,292.36032,100.4598,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,MAINE,46.471516,39.502914
1988,44.228981,-14.987304,-7.3726106,-7.0918393,-14.504782,-8.956851,-7.5425544,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-16.213078,-15.498743,-3.8,0,80.225182,240.21103,50.294186,210.38869,262.86389,54.355385,-4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,MAINE,49.452663,45.009708
1992,56.055874,-14.548816,-6.4198246,-7.6386056,1.6958227,-1.0978562,-1.267351,0,0,0,0,0,0,-1,-1,-1.25,0,0,1,-6.0655551,-10.884906,-7.0999999,0,1.2052882,118.48118,58.348297,2.8758147,36.790958,41.214149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,MAINE,59.033794,57.989159
1996,62.662121,10.299496,4.3831744,5.6678882,5.5904827,3.2485023,2.9838088,0,0,0,0,0,0,1,1,0,0,0,1,9.669589,7.189508,5.1999998,0,10.552767,51.689026,32.124958,31.253496,93.500954,19.212217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,MAINE,56.665981,59.716179
2000,52.747841,-22.957134,4.4306035,-26.225779,9.8549623,107.89167,4.614316,1,1,0,1,1,1,1,0,1,1,0,1,10.828462,12.042098,3.2,1,11640.612,145.01213,687.79144,97.120285,117.25558,19.630247,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,MAINE,51.695297,54.565914
2004,54.583015,-9.5288486,-4.8336773,-4.4786863,-6.5715451,-4.9911118,-3.9191875,-1,0,0,0,-1,0,-1,-1,0,0,0,1,-8.9239826,-7.5697503,-4.5999999,-1,24.911196,57.301121,20.058632,43.185204,79.637466,23.364437,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MAINE,50.905949,52.790012
2008,58.829525,-11.355872,-4.9036493,-6.1506181,1.4328637,-2.1977293,1.2752913,0,0,0,0,0,0,-1,0,-1,0,0,1,-7.8720503,-6.9541459,-5.5,0,4.8300142,48.360146,37.830101,2.0530984,61.969177,24.045776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,MAINE,55.762497,58.032749
2012,57.859921,7.7705607,3.9206831,3.7046309,-1.1514593,-.63838077,-.2032014,0,0,0,0,0,0,1,1,0,0,0,1,6.2468843,2.5616877,7.1999998,0,.40753001,6.5622439,13.72429,1.3258586,39.023563,15.371757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,MAINE,55.045345,56.315483
2016,51.59679,8.4387045,3.8772695,4.3911772,2.8267198,.66729134,2.0938599,0,0,0,0,0,0,1,0,1,0,0,1,7.2419214,3.6250494,3.7,0,.44527775,13.140983,19.282436,7.9903445,52.445427,15.033218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,MAINE,53.542381,54.044556
2020,54.670406,-8.7202196,-4.7301707,-3.8098371,-.99434847,-4.7032866,1.1384076,0,0,0,0,0,0,-1,-1,0,0,1,1,-11.55904,-7.9794679,-5.1999998,0,22.120905,63.671909,14.514859,.98872888,133.6114,22.374516,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MAINE,53.589928,54.198685
1984,47.242474,-30.120308,-10.874841,-17.35783,-11.932652,-1.0179837,-6.7555766,-1,-1,0,0,-1,0,-1,-1,0,0,0,1,-16.616734,-19.280048,-5.3000002,-1,1.0362908,371.72028,301.29425,142.38817,276.11584,118.26216,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,MARYLAND,51.47884,47.358349
1988,48.535568,-16.234951,-7.4130588,-8.2130537,-12.594265,-10.680991,-6.9100218,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,1,-14.27864,-13.879315,-4.1999998,-1,114.08357,192.63539,67.454254,158.61551,203.87955,54.953442,-4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,MARYLAND,54.786022,53.891056
1992,58.2999,-15.422321,-7.0520525,-7.8188772,1.0403585,-3.3292506,-.8125726,0,0,0,0,0,0,-1,-1,-1.25,0,0,1,-6.0552287,-11.242718,-6.5,0,11.083909,126.3987,61.134842,1.0823458,36.665794,49.731445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,MARYLAND,64.35183,62.627968
1996,58.638424,10.541813,4.5163283,5.7651134,4.0845037,5.4455724,2.3993936,0,0,1,0,0,1,1,1,0,0,0,-1,7.4844232,6.7665186,4.8000002,-1,29.654259,45.785774,33.23653,16.68317,56.01659,20.397223,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,MARYLAND,62.317364,59.948349
2000,58.432301,-21.91445,4.4223204,-25.221399,8.1815252,124.01319,4.0778813,1,1,1,1,1,1,1,0,1,1,0,1,13.048312,11.963441,3.5999999,1,15379.271,143.12392,636.11896,66.937355,170.25845,19.556917,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,MARYLAND,57.482151,59.498924
