year,y_votes_percent,fair_p_1,def_mt_2,def_mt_1,gdp_mt_2,gdp_mt_1,fair_g_1,z_4,z_3,z_2,z_1,z_mt_2,z_mt_1,incumbent,former_president_again,former_party_morethan_2,sudden_vice,lag_vice,house_midterm,avg_inc_mt_2,avg_inc_mt_1,unemp_rn,satias,gdp_mt_1_pw2,avg_inc_mt_1_pw2,def_mt_1_pw2,gdp_mt_2_pw2,avg_inc_mt_2_pw2,def_mt_2_pw2,fair_z_1,was_a_vice,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,state,y_hat_fr,y_hat_ds
2004,56.565712,-10.278694,-4.844924,-5.1826739,-7.326623,-7.854435,-4.2943678,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,1,-9.4807415,-6.8669047,-4.5999999,-1,61.69215,47.154381,26.860109,53.679405,89.88446,23.473288,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MARYLAND,54.757793,57.613754
2008,62.930088,-11.140369,-4.6846142,-6.1668615,-2.9312208,-5.3428602,-2.6085243,0,0,0,-1,0,-1,-1,0,-1,0,0,1,-7.9208355,-9.4498215,-4.6999998,0,28.546156,89.299126,38.030182,8.5920553,62.739635,21.94561,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,MARYLAND,58.95554,62.649593
2012,63.321724,6.5529408,3.3811386,3.0680666,2.1986682,3.371515,.02595979,0,0,1,0,0,1,1,1,0,0,0,1,6.6913524,1.0267149,6.9000001,0,11.367114,1.0541435,9.4130325,4.8341422,44.774197,11.432098,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,MARYLAND,60.803658,61.839401
2016,64.010994,7.6791954,3.663157,3.8741231,6.0297771,2.1295037,3.4267237,1,0,0,0,1,0,1,0,1,0,0,1,7.8170056,2.0446658,4.3000002,1,4.5347862,4.1806583,15.00883,36.358212,61.105576,13.418719,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,MARYLAND,59.801079,59.87706
2020,67.029045,-8.0256424,-4.3081985,-3.5639038,4.229393,-2.377764,4.483314,0,0,0,0,0,0,-1,-1,0,0,1,1,-8.4399347,-5.6078453,-8.6000004,0,5.6537614,31.447929,12.70141,17.887766,71.232498,18.560574,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MARYLAND,60.271954,59.701775
1984,48.601669,-28.272047,-9.7840815,-16.840298,-15.712042,-2.8961134,-9.3115425,-1,-1,0,0,-1,0,-1,-1,0,0,0,1,-20.948282,-21.798952,-4.5,-1,8.3874731,475.19431,283.59561,246.86826,438.83054,95.728249,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,MASSACHUSETTS,53.279606,49.592182
1988,53.98259,-13.713747,-5.7699027,-7.5104957,-12.739388,-11.132313,-5.9374042,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,1,-17.661966,-15.331343,-3.3,-1,123.92839,235.05006,56.407547,162.29202,311.94507,33.291779,-4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,MASSACHUSETTS,58.071201,56.95496
1992,62.092228,-15.277128,-6.8293977,-7.9076834,1.7390003,2.512392,-1.323128,0,0,0,0,0,0,-1,-1,-1.25,0,0,1,-6.5317068,-8.2404718,-8.8000002,0,6.3121138,67.905373,62.531456,3.024122,42.663193,46.640671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,MASSACHUSETTS,66.708076,65.463631
1996,68.637825,9.4389782,3.9630196,5.2672181,9.0954447,5.3650613,5.4676132,1,1,1,0,1,1,1,1,0,0,0,1,11.042207,8.0355692,4.4000001,1,28.783882,64.570374,27.743587,82.727112,121.93033,15.705524,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,MASSACHUSETTS,67.055969,68.061668
2000,64.789345,-17.955072,1.9057842,-19.489429,13.674822,96.154343,7.9972906,1,1,1,1,1,1,1,0,1,1,0,1,17.257093,11.402945,2.7,1,9245.6572,130.02715,379.83786,187.00075,297.80728,3.6320136,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,MASSACHUSETTS,62.134651,62.387627
2004,62.742855,-6.882679,-3.5368001,-3.2315841,-4.5519409,-1.2454153,-2.7313004,0,0,0,0,0,0,-1,-1,0,0,0,1,-7.250885,-2.4511583,-5,0,1.5510594,6.0081768,10.443135,20.720165,52.575333,12.508955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MASSACHUSETTS,60.139599,61.606735
2008,63.197079,-9.2711964,-3.6886284,-5.3839726,-4.9007196,-4.3393044,-2.0911064,0,0,0,0,0,0,-1,0,-1,0,0,1,-8.5026178,-12.599335,-5.5,0,18.829563,158.74324,28.987162,24.017054,72.29451,13.60598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,MASSACHUSETTS,62.545929,65.078323
2012,61.785679,6.1777978,3.5649023,2.5229549,4.0217223,2.6204576,1.9384365,0,0,1,0,0,1,1,1,0,0,0,1,7.5436044,2.1405134,6.6999998,0,6.8667984,4.5817976,6.3653016,16.17425,56.905968,12.708529,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,MASSACHUSETTS,64.036087,64.508888
2016,64.651276,8.2652111,3.9159954,4.1853194,5.2661066,1.9534138,1.5570837,0,1,0,0,1,0,1,0,1,0,0,1,9.5286198,4.3734956,3.9000001,0,3.8158257,19.127464,17.516899,27.731878,90.794594,15.33502,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,MASSACHUSETTS,61.687584,61.922287
2020,67.115547,-7.9089494,-4.1740127,-3.5852864,.87031764,-5.8073754,3.6988792,0,0,-1,0,0,-1,-1,-1,0,0,1,1,-11.114573,-8.5305872,-9.3000002,0,33.725609,72.77092,12.854279,.75745279,123.53374,17.422382,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MASSACHUSETTS,61.937386,62.019783
1984,40.453674,-27.439152,-7.9882789,-18.012022,-15.527921,6.2859077,-8.1238585,-1,-1,0,0,-1,0,-1,-1,0,0,0,1,-18.375511,-12.404692,-11.1,-1,39.512634,153.87637,324.43292,241.11632,337.65942,63.812599,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,MICHIGAN,43.752296,41.027058
1988,46.02195,-12.529633,-4.8909292,-7.2825208,-5.3472996,-6.0444255,-4.1564441,-1,0,0,-1,-1,-1,-1,0,-1,-1,0,1,-9.8123636,-14.325595,-7.3000002,-1,36.53508,205.22267,53.03511,28.593613,96.282478,23.921188,-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,MICHIGAN,49.986279,49.557869
1992,54.615158,-15.070024,-7.1513529,-7.3901749,-2.4863908,.44655889,-4.2844558,-1,0,0,0,-1,0,-1,-1,-1.25,0,0,1,-6.4511051,-11.48107,-9.1000004,-1,.19941485,131.81496,54.614685,6.1821394,41.616756,51.14185,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,MICHIGAN,54.880405,54.974789
1996,57.324413,9.617672,3.5358529,5.8741183,3.8189769,12.012935,3.5733094,1,0,1,0,1,1,1,1,0,0,0,-1,9.4062681,11.868836,4.9000001,0,144.31059,140.86928,34.505264,14.584584,88.477882,12.502255,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,MICHIGAN,55.643387,53.932117
2000,52.634605,-18.721363,4.2957907,-22.069111,7.982286,105.73154,1.9834571,0,1,0,1,1,1,1,0,1,1,0,1,10.623405,10.511261,3.9000001,0,11179.159,110.48661,487.04565,63.716888,112.85674,18.453817,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,MICHIGAN,48.386784,52.347061
2004,51.725845,-6.9610343,-3.1836367,-3.6608496,-2.7669504,.37895945,-1.1802263,0,0,0,0,0,0,-1,-1,0,0,0,1,-5.1173124,-.85025048,-7,0,.14361027,.7229259,13.401819,7.6560144,26.186886,10.135543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MICHIGAN,50.622292,52.552132
2008,58.3713,-7.9581122,-3.8160217,-3.9898374,6.4197569,-.21502009,5.8104029,0,0,0,0,0,0,-1,0,-1,0,0,1,-6.3793921,-5.1106691,-8.3999996,0,.046233639,26.118938,15.918802,41.21328,40.696644,14.562021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,MICHIGAN,55.726402,56.725655
2012,54.800533,7.8256826,3.6339326,4.0447659,4.5703926,-3.9805546,1.8939606,0,0,1,0,0,1,1,1,0,0,0,-1,10.025441,-.55603439,9,-1,15.844814,.30917424,16.360132,20.888489,100.50947,13.205466,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,MICHIGAN,54.143417,50.603058
2016,49.882332,8.3875055,4.1985765,4.0201402,4.1472373,2.7495248,1.9137907,0,0,0,0,0,0,1,0,1,0,0,1,8.2787619,5.1530938,5,0,7.5598869,26.554377,16.161528,17.199577,68.537895,17.628044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,MICHIGAN,51.151192,52.394241
2020,51.413559,-6.6358976,-3.8240447,-2.7082865,4.7341514,-3.4278877,4.6260629,0,0,0,0,0,0,-1,-1,0,0,1,1,-11.635365,-6.4696822,-8.5,0,11.750414,41.856789,7.334816,22.412189,135.38173,14.623318,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MICHIGAN,52.95092,53.129391
1984,50.090889,-22.998158,-8.787653,-13.062607,-14.148776,-1.221487,-10.451265,-1,-1,0,0,-1,0,-1,-1,0,0,0,1,-18.898094,-17.389612,-6.0999999,-1,1.4920306,302.39862,170.6317,200.18787,357.13797,77.222847,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,MINNESOTA,45.959122,44.270748
1988,53.550861,-12.650698,-6.0346274,-6.2395372,-9.0833645,-4.7849507,-4.0412636,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,1,-10.158751,-11.051495,-4.3000002,-1,22.895754,122.13554,38.931824,82.507507,103.20021,36.416729,-3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,MINNESOTA,51.909008,51.372566
1992,57.72134,-13.431071,-5.5565572,-7.4599953,-5.5791235,-4.0553493,-5.589148,-1,0,0,0,-1,0,-1,-1,-1.25,0,0,1,-8.256835,-13.550922,-5.0999999,-1,16.445858,183.6275,55.651531,31.126619,68.175323,30.875328,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,MINNESOTA,57.08078,57.96566
1996,59.380688,9.3839159,3.8542669,5.3244309,9.5961771,6.2612157,6.4293313,1,0,1,0,1,1,1,1,0,0,0,1,11.573874,7.6965852,3.8,1,39.202824,59.237423,28.349566,92.086617,133.95457,14.855373,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,MINNESOTA,59.205612,61.681622
2000,51.286411,-21.781052,3.5632689,-24.472307,10.797055,105.37486,6.7801218,1,1,1,1,1,1,1,0,1,1,0,1,11.268088,12.455653,3.0999999,1,11103.861,155.1433,598.8938,116.5764,126.96982,12.696885,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,MINNESOTA,53.457844,55.863319
2004,51.76091,-8.5926886,-4.4282565,-3.9878399,-8.7114725,-2.2904522,-4.3132744,-1,-1,0,0,-1,0,-1,-1,0,0,0,-1,-9.5891619,-4.6443539,-4.5999999,0,5.2461715,21.570023,15.902867,75.889755,91.952026,19.609455,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MINNESOTA,50.46965,50.259995
2008,55.229374,-10.476794,-4.5106368,-5.7086601,-1.420132,-3.2014432,-.74097306,0,0,0,-1,0,-1,-1,0,-1,0,0,-1,-8.8083296,-6.6001987,-5.5999999,1,10.249239,43.562622,32.588802,2.0167751,77.58667,20.345844,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,MINNESOTA,54.680538,55.693512
2012,53.941227,7.852798,4.7072673,3.0041192,3.8964255,-.44396967,1.5470933,0,0,1,0,0,1,1,1,0,0,0,-1,11.906211,-.98931909,5.6999998,-1,.19710906,.97875226,9.0247316,15.182132,141.75786,22.158365,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,MINNESOTA,56.48526,53.321838
2016,50.831696,6.181675,2.6962173,3.3939495,3.1643665,5.2837763,1.6045432,0,0,0,0,0,0,1,0,1,0,0,-1,5.4488907,4.88269,3.9000001,-1,27.918291,23.840662,11.518893,10.013215,29.690411,7.2695875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,MINNESOTA,53.182461,50.947338
2020,53.639515,-7.7595277,-3.7285635,-3.8860698,3.5119762,-4.4731002,3.9675372,0,0,0,0,0,0,-1,-1,0,0,1,1,-8.8074265,-7.7443752,-6.5999999,0,20.008625,59.975349,15.101539,12.333977,77.570763,13.902186,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MINNESOTA,55.002644,56.056313
1984,37.684963,-23.168991,-7.0269599,-15.082211,-9.1123953,-.16263412,-6.841774,-1,0,0,-1,-1,-1,-1,-1,0,0,0,1,-13.329363,-17.150433,-10.6,-1,.026449857,294.13733,227.4731,83.035751,177.67192,49.378166,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,MISSISSIPPI,36.059612,34.764999
1988,39.478916,-10.010283,-5.0985646,-4.6734395,-9.0793915,-3.0211458,-2.3678768,0,-1,0,0,-1,0,-1,0,-1,-1,0,1,-13.732327,-8.534791,-8.6000004,0,9.1273222,72.842659,21.841036,82.435349,188.5768,25.995361,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,MISSISSIPPI,42.816547,40.776062
1992,45.07151,-13.436782,-5.4149184,-7.6097994,-7.7250991,-1.3565427,-5.4026108,-1,0,0,0,-1,0,-1,-1,-1.25,0,0,1,-11.4705,-13.726158,-8.1000004,-1,1.8402082,188.40742,57.909046,59.677155,131.57237,29.321342,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,MISSISSIPPI,45.860474,46.170406
1996,47.252777,8.3320589,2.9825542,5.1945734,8.1283436,11.455294,3.0107362,0,1,1,1,1,1,1,1,0,0,0,1,9.8524227,12.419398,5.8000002,0,131.22375,154.24146,26.983593,66.069969,97.070236,8.8956299,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,MISSISSIPPI,46.995502,50.048706
2000,41.394516,-24.438604,4.2377977,-27.510561,3.3848708,103.18823,.50149477,0,0,0,0,0,0,1,0,1,1,0,1,7.4700108,9.7247906,5.3000002,0,10647.812,94.571548,756.83099,11.45735,55.80106,17.958929,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,MISSISSIPPI,36.994789,43.720978
2004,40.494999,-10.715671,-5.5682869,-4.8758802,-6.6763463,-.55848545,-2.3040516,0,-1,0,0,-1,0,-1,-1,0,0,0,-1,-8.9883289,-7.0937686,-6.3000002,1,.31190601,50.321552,23.774208,44.573601,80.790054,31.005819,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MISSISSIPPI,40.236027,39.566628
2008,43.35807,-12.490178,-5.5580139,-6.5671606,-2.799634,-4.7873363,-1.5624907,0,0,0,0,0,0,-1,0,-1,0,0,-1,-10.021086,-10.570616,-6.9000001,1,22.918589,111.73792,43.127598,7.8379502,100.42216,30.89152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,MISSISSIPPI,43.350704,43.905334
2012,44.198101,7.6846409,4.9583206,2.5975268,1.8735085,-3.1210208,1.9617158,0,0,0,0,0,0,1,1,0,0,0,-1,7.505434,1.6209192,8.8000002,-1,9.7407703,2.6273792,6.7471457,3.5100338,56.331539,24.584944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,MISSISSIPPI,44.751839,41.654572
2016,40.910152,5.9612684,1.8806028,4.0053411,.96895206,-.16406433,.76918942,0,0,0,0,0,0,1,0,1,0,0,-1,3.1567469,3.6096575,5.9000001,-1,.026917106,13.029628,16.042757,.93886811,9.9650507,3.5366671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,MISSISSIPPI,41.529381,39.481617
2020,41.615013,-7.7992949,-2.7677696,-4.8960147,1.4476202,.1222652,1.8296953,0,0,0,0,0,0,-1,-1,0,0,1,-1,-11.387552,-5.2189393,-7.8000002,1,.014948781,27.237328,23.970961,2.0956042,129.67635,7.6605482,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MISSISSIPPI,42.86414,41.36972
1984,39.97525,-26.858383,-9.5666819,-15.781897,-12.079249,-.0096312491,-8.5793762,-1,-1,0,0,-1,0,-1,-1,0,0,0,1,-17.26329,-19.252935,-6.9000001,-1,.000092760958,370.67554,249.06825,145.90826,298.02121,91.5214,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,MISSOURI,39.605751,37.975876
1988,48.00309,-13.520603,-5.8880205,-7.2081647,-8.5262547,-4.2779984,-4.4039254,-1,-1,0,0,-1,0,-1,0,-1,-1,0,1,-10.57745,-11.546974,-5.8000002,-1,18.301271,133.33261,51.957638,72.697021,111.88245,34.668785,-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,MISSOURI,45.692459,45.164299
1992,56.506966,-14.097361,-6.4673009,-7.1665759,-4.5570741,-.91878194,-2.972297,0,0,0,0,0,0,-1,-1,-1.25,0,0,1,-9.2522326,-10.877367,-6.0999999,0,.84416026,118.31712,51.35981,20.766924,85.603806,41.825981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,MISSOURI,52.064533,51.907597
1996,53.547039,9.4179468,3.809756,5.4023733,9.3815374,7.4475274,4.0846238,1,1,1,0,1,1,1,1,0,0,0,1,9.5088282,8.775156,4.6999998,1,55.465664,77.003365,29.185637,88.013245,90.417816,14.514241,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,MISSOURI,52.342041,55.431019
2000,48.288052,-22.690197,4.2725182,-25.857929,5.6163039,121.86694,2.6227081,0,0,0,1,0,1,1,0,1,1,0,1,9.4009399,9.515029,3.5,0,14851.552,90.535774,668.63251,31.54287,88.37767,18.254412,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,MISSOURI,43.428406,48.712666
